time_ms,dist_mm,target_mmps,speedA_mmps,speedB_mmps,pwmA,pwmB
759280,1010.7,-5.8,111.4,104.0,104.0,1083151715
759330,1010.7,0.0,111.4,104.0,104.0,1083151715
759380,1000.0,-214.0,111.4,133.7,133.7,1083129797
759430,1000.0,0.0,111.4,89.1,89.1,1083129797
759480,993.1,-137.8,111.4,133.7,133.7,1083115683
759530,993.1,0.0,111.4,89.1,104.0,1083115683
759580,989.2,-78.5,111.4,133.7,104.0,1083107647
759630,872.7,-300.0,111.4,104.0,118.8,1082869164
759680,791.2,-300.0,111.4,104.0,118.8,1082702226
759730,734.1,-300.0,111.4,118.8,104.0,1082585369
759780,734.1,0.0,111.4,104.0,89.1,1082585369
759830,694.2,-300.0,111.4,118.8,148.5,1082503569
759880,666.2,-300.0,111.4,118.8,104.0,1082446310
759930,646.7,-300.0,111.4,104.0,104.0,1082406228
759980,633.0,-274.0,111.4,104.0,118.8,1082378171
760030,818.1,300.0,111.4,118.8,104.0,1082757276
760080,932.7,300.0,111.4,104.0,118.8,1082991930
760130,988.0,300.0,111.4,118.8,104.0,1083105192
760180,1018.6,300.0,111.4,104.0,104.0,1083167887
760230,1028.6,200.6,111.4,118.8,133.7,1083183717
760280,1025.7,-57.6,111.4,104.0,89.1,1083180768
760330,1007.2,-300.0,111.4,118.8,118.8,1083144608
760380,991.5,-300.0,111.4,104.0,118.8,1083112535
760430,977.0,-291.3,111.4,118.8,104.0,1083082710
760480,956.6,-300.0,111.4,104.0,104.0,1083040943
760530,932.7,-300.0,111.4,118.8,133.7,1082992046
760580,903.1,-300.0,111.4,118.8,104.0,1082931398
760630,883.3,-300.0,111.4,104.0,104.0,1082890788
760680,856.5,-300.0,111.4,104.0,104.0,1082835942
760730,832.6,-300.0,111.4,118.8,118.8,1082787105
760780,814.1,-300.0,111.4,118.8,118.8,1082749233
760830,789.5,-300.0,111.4,104.0,104.0,1082698760
760880,771.4,-300.0,111.4,104.0,118.8,1082661586
760930,754.1,-300.0,111.4,118.8,104.0,1082626349
760980,740.6,-270.9,111.4,118.8,118.8,1082598610
761030,726.0,-291.6,111.4,104.0,104.0,1082568749
761080,715.5,-210.1,111.4,118.8,104.0,1082547231
761130,708.5,-141.1,111.4,104.0,118.8,1082532783
761180,699.6,-176.8,111.4,104.0,118.8,1082514683
761230,707.5,158.3,111.4,133.7,104.0,1082530889
761280,694.5,-261.2,111.4,104.0,118.8,1082504140
761330,709.3,297.1,111.4,104.0,104.0,1082534569
761380,739.5,300.0,111.4,104.0,118.8,1082596419
761430,761.3,300.0,111.4,133.7,104.0,1082640943
761480,767.5,124.4,111.4,104.0,118.8,1082653677
761530,787.7,300.0,111.4,104.0,104.0,1082695155
761580,731.7,-300.0,111.4,118.8,118.8,1082580419
761630,812.2,300.0,111.4,104.0,104.0,1082745250
761680,748.8,-300.0,111.4,118.8,118.8,1082615486
761730,871.6,300.0,111.4,104.0,104.0,1082866872
761780,790.4,-300.0,111.4,118.8,118.8,1082700622
761830,733.6,-300.0,111.4,104.0,104.0,1082584246
761880,693.8,-300.0,111.4,118.8,118.8,1082502783
761930,666.0,-300.0,111.4,118.8,104.0,1082445759
761980,775.8,300.0,111.4,104.0,118.8,1082670649
762030,723.3,-300.0,111.4,104.0,104.0,1082563265
762080,686.6,-300.0,111.4,118.8,118.8,1082488097
762130,660.9,-300.0,111.4,118.8,104.0,1082435479
762180,643.0,-300.0,111.4,104.0,118.8,1082398646
762230,630.4,-251.8,111.4,104.0,118.8,1082372863
762280,621.6,-176.2,111.4,118.8,89.1,1082354815
762330,615.4,-123.4,111.4,118.8,133.7,1082342182
762380,611.1,-86.4,111.4,104.0,104.0,1082333338
762430,608.1,-60.5,111.4,104.0,104.0,1082327148
762480,605.9,-42.3,111.4,118.8,118.8,1082322815
762530,604.5,-29.6,111.4,118.8,118.8,1082319781
762580,603.4,-20.7,111.4,104.0,104.0,1082317658
762630,602.7,-14.5,111.4,118.8,118.8,1082316172
762680,729.4,300.0,111.4,104.0,104.0,1082575637
762730,729.6,3.7,111.4,118.8,118.8,1082576014
762780,719.8,-195.4,111.4,104.0,104.0,1082556004
762830,672.5,-300.0,111.4,118.8,118.8,1082459052
762880,640.5,-300.0,111.4,104.0,104.0,1082393643
762930,605.9,-300.0,111.4,118.8,118.8,1082322667
762980,585.5,-300.0,371.3,104.0,104.0,1082280971
763030,586.6,21.0,371.3,282.2,282.2,1082283118
763080,603.8,300.0,111.4,356.4,356.4,1082318413
763130,641.7,300.0,111.4,118.8,118.8,1082395958
763180,672.1,300.0,111.4,29.7,44.6,1082458226
763230,707.1,300.0,111.4,163.4,163.4,1082530077
763280,742.8,300.0,111.4,148.5,133.7,1082603105
763330,776.8,300.0,111.4,104.0,104.0,1082672656
763380,828.7,300.0,111.4,104.0,118.8,1082779096
763430,867.8,300.0,111.4,133.7,133.7,1082859134
763480,917.4,300.0,111.4,118.8,104.0,1082960625
763530,970.1,300.0,111.4,118.8,118.8,1083068534
763580,1047.1,300.0,111.4,104.0,118.8,1083202703
763630,913.3,-300.0,111.4,133.7,118.8,1082952290
763680,819.6,-300.0,111.4,104.0,118.8,1082760414
763730,754.0,-300.0,111.4,118.8,104.0,1082626101
763780,708.1,-300.0,111.4,118.8,118.8,1082532082
763830,708.1,0.0,111.4,104.0,104.0,1082532082
763880,676.0,-300.0,111.4,118.8,133.7,1082466268
763930,676.0,0.0,111.4,118.8,104.0,1082466268
763980,653.5,-300.0,111.4,118.8,118.8,1082420199
764030,653.5,0.0,111.4,89.1,104.0,1082420199
764080,637.7,-300.0,111.4,148.5,133.7,1082387950
764130,723.0,300.0,111.4,104.0,89.1,1082562599
764180,686.4,-300.0,111.4,104.0,89.1,1082487630
764230,660.8,-300.0,111.4,118.8,104.0,1082435152
764280,642.9,-300.0,111.4,104.0,89.1,1082398418
764330,630.3,-251.1,111.4,118.8,89.1,1082372703
764380,749.0,300.0,111.4,104.0,118.8,1082615823
764430,704.6,-300.0,111.4,118.8,118.8,1082524887
764480,673.5,-300.0,111.4,118.8,104.0,1082461232
764530,673.5,0.0,111.4,89.1,74.3,1082461232
764580,651.8,-300.0,111.4,133.7,118.8,1082416674
764630,651.8,0.0,111.4,104.0,89.1,1082416674
764680,636.5,-300.0,111.4,118.8,104.0,1082385483
764730,636.5,0.0,111.4,104.0,89.1,1082385483
764780,625.9,-213.2,111.4,133.7,133.7,1082363649
764830,618.4,-149.3,111.4,89.1,133.7,1082348365
764880,613.2,-104.5,111.4,118.8,133.7,1082337667
764930,609.5,-73.1,111.4,118.8,118.8,1082330178
764980,607.0,-51.2,111.4,104.0,118.8,1082324936
765030,605.2,-35.8,111.4,104.0,118.8,1082321266
765080,603.9,-25.1,111.4,118.8,118.8,1082318697
765130,603.0,-17.6,111.4,118.8,118.8,1082316899
765180,603.0,0.0,111.4,104.0,118.8,1082316899
765230,602.4,-12.3,111.4,118.8,118.8,1082315640
765280,602.0,-8.6,111.4,104.0,118.8,1082314759
765330,601.7,-6.0,111.4,118.8,118.8,1082314143
765380,601.5,-4.2,111.4,104.0,118.8,1082313711
765430,601.3,-3.0,111.4,104.0,104.0,1082313409
765480,601.2,-2.1,111.4,118.8,118.8,1082313197
765530,601.2,-1.4,111.4,118.8,104.0,1082313049
765580,601.2,0.0,111.4,89.1,118.8,1082313049
765630,601.1,-1.0,111.4,133.7,104.0,1082312945
765680,601.1,-0.7,111.4,118.8,118.8,1082312873
765730,601.1,-0.5,111.4,89.1,104.0,1082312822
765780,601.1,0.0,111.4,104.0,89.1,1082312822
765830,601.0,-0.3,111.4,148.5,133.7,1082312787
765880,601.0,0.0,111.4,89.1,89.1,1082312787
765930,601.0,-0.2,111.4,118.8,104.0,1082312762
765980,601.0,0.0,111.4,104.0,89.1,1082312762
766030,601.0,-0.2,111.4,118.8,118.8,1082312744
766080,601.0,0.0,111.4,104.0,89.1,1082312744
766130,601.0,-0.1,111.4,133.7,89.1,1082312732
766180,601.0,0.0,111.4,89.1,104.0,1082312732
766230,601.0,-0.1,111.4,118.8,104.0,1082312723
766280,601.0,-0.1,111.4,118.8,89.1,1082312717
766330,601.0,0.0,111.4,89.1,104.0,1082312717
766380,601.0,-0.0,111.4,133.7,104.0,1082312713
766430,601.0,0.0,111.4,89.1,74.3,1082312713
766480,601.0,-0.0,111.4,89.1,133.7,1082312710
766530,601.0,-0.0,111.4,104.0,89.1,1082312708
766580,601.0,-0.0,111.4,104.0,89.1,1082312707
766630,601.0,-0.0,111.4,89.1,118.8,1082312706
766680,601.0,-0.0,111.4,89.1,118.8,1082312705
766730,601.0,-0.0,111.4,104.0,89.1,1082312705
766780,601.0,-0.0,111.4,89.1,104.0,1082312704
766830,601.0,-0.0,111.4,104.0,104.0,1082312704
766880,601.0,-0.0,111.4,104.0,104.0,1082312704
766930,601.0,-0.0,111.4,89.1,118.8,1082312704
766980,601.0,-0.0,111.4,104.0,104.0,1082312704
767030,601.0,0.0,111.4,133.7,104.0,1082312704
767080,601.0,0.0,111.4,118.8,104.0,1082312704
767130,601.0,0.0,111.4,104.0,118.8,1082312704
767180,601.0,0.0,111.4,118.8,104.0,1082312704
767230,601.0,0.0,111.4,118.8,104.0,1082312704
767280,601.0,0.0,111.4,118.8,74.3,1082312704
767330,601.0,0.0,111.4,104.0,89.1,1082312704
767380,601.0,0.0,111.4,118.8,104.0,1082312704
767430,601.0,0.0,111.4,118.8,118.8,1082312704
767480,601.0,0.0,111.4,104.0,104.0,1082312704
767530,601.0,0.0,111.4,118.8,133.7,1082312704
767580,601.0,0.0,111.4,104.0,118.8,1082312704
767630,601.0,0.0,111.4,104.0,104.0,1082312704
767680,477.4,-300.0,257.0,104.0,133.7,1081988710
767730,372.3,-300.0,139.9,193.1,222.8,1081558138
767780,277.7,-300.0,34.6,178.2,178.2,1081170722
767830,210.3,-300.0,0.0,0.0,59.4,1080707376
767880,158.6,-300.0,0.0,29.7,44.6,1080283963
767930,118.8,-300.0,0.0,44.6,59.4,1079882886
767980,94.3,-300.0,0.0,44.6,44.6,1079480721
768030,75.9,-300.0,0.0,44.6,44.6,1079179545
768080,64.8,-221.4,0.0,-29.7,-29.7,1078998212
768130,57.7,-142.9,0.0,0.0,14.9,1078777517
768180,53.0,-94.1,0.0,0.0,14.9,1078623404
768230,49.1,-77.8,0.0,0.0,0.0,1078495864
768280,46.4,-54.5,0.0,0.0,0.0,1078406586
768330,44.5,-38.1,0.0,0.0,0.0,1078344092
768380,43.7,-14.7,0.0,0.0,0.0,1078320007
768430,43.5,-4.3,0.0,0.0,0.0,1078312977
768480,41.6,-39.0,0.0,0.0,0.0,1078249074
768530,39.0,-51.3,0.0,0.0,0.0,1078165021
768580,34.8,-83.9,0.0,0.0,0.0,1078027540
768630,29.5,-106.7,0.0,0.0,0.0,1077769193
768680,26.0,-68.7,0.0,0.0,0.0,1077544022
768730,23.3,-54.1,0.0,0.0,0.0,1077366742
768780,22.6,-13.9,0.0,0.0,0.0,1077321289
768830,22.4,-3.7,0.0,0.0,0.0,1077309132
768880,23.2,15.4,0.0,0.0,0.0,1077359605
768930,23.1,-1.2,0.0,0.0,0.0,1077355615
768980,22.2,-18.9,0.0,0.0,0.0,1077293839
769030,22.7,10.8,0.0,0.0,0.0,1077329239
769080,23.1,7.6,0.0,0.0,0.0,1077354019
769130,23.7,11.3,0.0,0.0,0.0,1077391026
769180,23.8,1.9,0.0,0.0,0.0,1077397270
769230,22.6,-22.7,0.0,0.0,0.0,1077322998
769280,23.4,14.1,0.0,0.0,0.0,1077369311
769330,23.2,-2.1,0.0,0.0,0.0,1077362409
769380,23.2,-1.5,0.0,0.0,0.0,1077357577
769430,23.1,-1.0,0.0,0.0,0.0,1077354195
769480,23.4,5.3,0.0,0.0,0.0,1077371489
769530,23.3,-2.3,0.0,0.0,0.0,1077363933
769580,22.3,-19.6,0.0,0.0,0.0,1077299662
769630,23.7,28.3,0.0,0.0,0.0,1077392298
769680,23.5,-4.2,0.0,0.0,0.0,1077378499
769730,23.6,3.1,0.0,0.0,0.0,1077388501
769780,23.8,2.1,0.0,0.0,0.0,1077395503
769830,24.1,7.5,0.0,0.0,0.0,1077420065
769880,24.1,-0.8,0.0,0.0,0.0,1077417597
769930,24.1,-0.5,0.0,0.0,0.0,1077415870
769980,23.4,-12.4,0.0,0.0,0.0,1077375339
770030,22.7,-14.7,0.0,0.0,0.0,1077327307
770080,21.3,-28.3,0.0,0.0,0.0,1077234702
770130,19.4,-37.8,0.0,0.0,0.0,1077110896
770180,19.0,-8.4,0.0,0.0,0.0,1077083214
770230,19.0,0.1,0.0,0.0,0.0,1077083498
770280,18.4,-11.9,0.0,0.0,0.0,1077044375
770330,18.9,9.6,0.0,0.0,0.0,1077075971
770380,18.9,0.7,0.0,0.0,0.0,1077078428
770430,19.2,6.5,0.0,0.0,0.0,1077099808
770480,19.8,10.6,0.0,0.0,0.0,1077134435
770530,19.2,-10.6,0.0,0.0,0.0,1077099692
770580,18.0,-25.4,0.0,0.0,0.0,1077016389
770630,16.8,-23.8,0.0,0.0,0.0,1076938416
770680,16.8,1.3,0.0,0.0,0.0,1076942818
770730,17.2,6.9,0.0,0.0,0.0,1076965559
770780,17.1,-1.1,0.0,0.0,0.0,1076961818
770830,18.0,17.2,0.0,0.0,0.0,1077018181
770880,18.3,6.0,0.0,0.0,0.0,1077037975
770930,17.0,-25.8,0.0,0.0,0.0,1076953526
770980,17.0,-0.0,0.0,0.0,0.0,1076953395
771030,16.4,-12.0,0.0,0.0,0.0,1076913981
771080,16.6,3.6,0.0,0.0,0.0,1076925713
771130,17.0,8.5,0.0,0.0,0.0,1076953586
771180,15.8,-24.0,0.0,0.0,0.0,1076862035
771230,15.6,-4.8,0.0,0.0,0.0,1076830368
771280,15.7,2.6,0.0,0.0,0.0,1076847523
771330,16.1,7.8,0.0,0.0,0.0,1076893203
771380,15.2,-18.5,0.0,0.0,0.0,1076777498
771430,15.1,-1.0,0.0,0.0,0.0,1076771193
771480,15.4,5.3,0.0,0.0,0.0,1076806100
771530,15.6,3.7,0.0,0.0,0.0,1076830536
771580,16.3,14.6,0.0,0.0,0.0,1076906918
771630,15.9,-7.8,0.0,0.0,0.0,1076875342
771680,17.4,30.6,0.0,0.0,0.0,1076981582
771730,17.9,9.4,0.0,0.0,0.0,1077012355
771780,17.0,-17.4,0.0,0.0,0.0,1076955253
771830,17.3,5.8,0.0,0.0,0.0,1076974264
771880,17.2,-1.9,0.0,0.0,0.0,1076967911
771930,16.6,-13.4,0.0,0.0,0.0,1076924143
771980,17.0,8.6,0.0,0.0,0.0,1076952487
772030,17.6,12.1,0.0,0.0,0.0,1076991989
772080,18.0,8.4,0.0,0.0,0.0,1077019640
772130,17.7,-6.1,0.0,0.0,0.0,1076999674
772180,19.0,25.7,0.0,0.0,0.0,1077084002
772230,19.3,6.0,0.0,0.0,0.0,1077103710
772280,19.5,4.2,0.0,0.0,0.0,1077117506
772330,19.4,-3.1,0.0,0.0,0.0,1077107502
772380,18.9,-8.1,0.0,0.0,0.0,1077080838
772430,19.3,6.3,0.0,0.0,0.0,1077101496
772480,17.7,-31.6,0.0,0.0,0.0,1076997991
772530,18.4,13.9,0.0,0.0,0.0,1077043502
772580,18.9,9.7,0.0,0.0,0.0,1077075360
772630,19.5,12.8,0.0,0.0,0.0,1077117322
772680,17.3,-45.0,0.0,0.0,0.0,1076969747
772730,17.2,-1.5,0.0,0.0,0.0,1076964749
772780,18.0,16.9,0.0,0.0,0.0,1077020233
772830,17.7,-6.1,0.0,0.0,0.0,1077000090
772880,17.5,-4.3,0.0,0.0,0.0,1076985989
772930,18.3,15.0,0.0,0.0,0.0,1077035101
772980,18.3,0.0,0.0,0.0,0.0,1077035101
773030,16.4,-37.5,0.0,0.0,0.0,1076912193
773080,16.4,0.0,0.0,0.0,0.0,1076912193
773130,16.9,9.7,0.0,0.0,0.0,1076944122
773180,16.9,0.0,0.0,0.0,0.0,1076944122
773230,17.2,6.8,0.0,0.0,0.0,1076966473
773280,17.2,0.0,0.0,0.0,0.0,1076966473
773330,16.8,-7.2,0.0,0.0,0.0,1076942796
773380,16.8,0.0,0.0,0.0,0.0,1076942796
773430,17.5,12.9,0.0,0.0,0.0,1076985205
773480,18.5,21.1,0.0,0.0,0.0,1077054213
773530,19.0,8.7,0.0,0.0,0.0,1077082858
773580,18.4,-11.9,0.0,0.0,0.0,1077043927
773630,18.6,3.7,0.0,0.0,0.0,1077055997
773680,17.8,-15.4,0.0,0.0,0.0,1077005463
773730,18.5,13.2,0.0,0.0,0.0,1077048733
773780,18.0,-8.8,0.0,0.0,0.0,1077020039
773830,18.3,5.9,0.0,0.0,0.0,1077039275
773880,18.5,4.1,0.0,0.0,0.0,1077052741
773930,18.1,-9.1,0.0,0.0,0.0,1077022845
773980,18.0,-0.4,0.0,0.0,0.0,1077021578
774030,18.0,-0.3,0.0,0.0,0.0,1077020692
774080,18.0,-0.2,0.0,0.0,0.0,1077020071
774130,18.9,17.9,0.0,0.0,0.0,1077078619
774180,19.2,6.5,0.0,0.0,0.0,1077099942
774230,19.2,-1.4,0.0,0.0,0.0,1077095207
774280,19.4,5.0,0.0,0.0,0.0,1077111554
774330,18.4,-20.5,0.0,0.0,0.0,1077044353
774380,17.7,-14.4,0.0,0.0,0.0,1076997313
774430,18.1,8.0,0.0,0.0,0.0,1077023367
774480,18.4,5.6,0.0,0.0,0.0,1077041605
774530,18.8,9.9,0.0,0.0,0.0,1077074032
774580,17.7,-23.1,0.0,0.0,0.0,1076998427
774630,19.0,25.8,0.0,0.0,0.0,1077083129
774680,19.0,0.1,0.0,0.0,0.0,1077083438
774730,18.7,-5.9,0.0,0.0,0.0,1077063994
774780,18.5,-4.2,0.0,0.0,0.0,1077050383
774830,18.6,3.1,0.0,0.0,0.0,1077060516
774880,19.6,20.2,0.0,0.0,0.0,1077126591
774930,19.2,-9.9,0.0,0.0,0.0,1077094201
774980,19.1,-0.9,0.0,0.0,0.0,1077091189
775030,19.1,-0.6,0.0,0.0,0.0,1077089080
775080,18.2,-18.5,0.0,0.0,0.0,1077028621
775130,17.2,-18.9,0.0,0.0,0.0,1076966640
775180,16.2,-19.2,0.0,0.0,0.0,1076903592
775230,17.1,16.5,0.0,0.0,0.0,1076957762
775280,17.9,17.6,0.0,0.0,0.0,1077015342
775330,18.0,0.3,0.0,0.0,0.0,1077016327
775380,17.7,-5.8,0.0,0.0,0.0,1076997355
775430,18.1,7.9,0.0,0.0,0.0,1077023396
775480,17.8,-6.4,0.0,0.0,0.0,1077002304
775530,18.7,19.5,0.0,0.0,0.0,1077066182
775580,19.1,7.6,0.0,0.0,0.0,1077091236
775630,18.2,-18.6,0.0,0.0,0.0,1077030131
775680,18.4,4.9,0.0,0.0,0.0,1077046339
775730,18.9,9.5,0.0,0.0,0.0,1077077346
775780,19.5,12.6,0.0,0.0,0.0,1077118712
775830,20.3,14.8,0.0,0.0,0.0,1077167329
775880,20.2,-1.6,0.0,0.0,0.0,1077162039
775930,19.5,-13.1,0.0,0.0,0.0,1077119014
775980,19.7,2.8,0.0,0.0,0.0,1077128219
776030,18.0,-34.0,0.0,0.0,0.0,1077016697
776080,17.7,-5.8,0.0,0.0,0.0,1076997614
776130,17.2,-10.1,0.0,0.0,0.0,1076964595
776180,18.0,16.9,0.0,0.0,0.0,1077020125
776230,18.6,11.9,0.0,0.0,0.0,1077058996
776280,19.0,8.3,0.0,0.0,0.0,1077086206
776330,18.4,-12.2,0.0,0.0,0.0,1077046271
776380,18.3,-2.5,0.0,0.0,0.0,1077037976
776430,18.5,4.2,0.0,0.0,0.0,1077051831
776480,18.4,-3.0,0.0,0.0,0.0,1077041869
776530,17.6,-14.1,0.0,0.0,0.0,1076995574
776580,18.1,8.1,0.0,0.0,0.0,1077022150
776630,18.6,11.7,0.0,0.0,0.0,1077060413
776680,19.0,8.2,0.0,0.0,0.0,1077087198
776730,19.6,11.7,0.0,0.0,0.0,1077125608
776780,20.0,8.2,0.0,0.0,0.0,1077152495
776830,20.3,5.7,0.0,0.0,0.0,1077171316
776880,20.5,4.0,0.0,0.0,0.0,1077184491
776930,20.4,-3.2,0.0,0.0,0.0,1077174052
776980,18.8,-32.2,0.0,0.0,0.0,1077068441
777030,18.5,-4.6,0.0,0.0,0.0,1077053496
777080,16.9,-33.2,0.0,0.0,0.0,1076944730
777130,16.6,-5.2,0.0,0.0,0.0,1076927577
777180,15.8,-15.7,0.0,0.0,0.0,1076864943
777230,15.9,1.0,0.0,0.0,0.0,1076871726
777280,17.1,24.7,0.0,0.0,0.0,1076960656
777330,17.4,5.3,0.0,0.0,0.0,1076978046
777380,17.9,9.7,0.0,0.0,0.0,1077009880
777430,18.5,12.8,0.0,0.0,0.0,1077051825
777480,18.7,3.0,0.0,0.0,0.0,1077061525
777530,19.1,8.1,0.0,0.0,0.0,1077087976
777580,19.9,17.7,0.0,0.0,0.0,1077145814
777630,20.0,0.4,0.0,0.0,0.0,1077146978
777680,20.3,6.2,0.0,0.0,0.0,1077167454
777730,20.2,-1.6,0.0,0.0,0.0,1077162127
777780,21.3,22.9,0.0,0.0,0.0,1077237041
777830,20.0,-26.0,0.0,0.0,0.0,1077151855
777880,20.3,5.8,0.0,0.0,0.0,1077170868
777930,20.5,4.1,0.0,0.0,0.0,1077184177
777980,20.1,-9.2,0.0,0.0,0.0,1077154172
778030,19.7,-6.4,0.0,0.0,0.0,1077133168
778080,18.9,-16.5,0.0,0.0,0.0,1077079144
778130,19.8,18.5,0.0,0.0,0.0,1077139631
778180,20.8,18.9,0.0,0.0,0.0,1077201633
778230,20.3,-10.8,0.0,0.0,0.0,1077166391
778280,19.9,-7.5,0.0,0.0,0.0,1077141721
778330,19.9,0.7,0.0,0.0,0.0,1077144114
778380,19.6,-5.5,0.0,0.0,0.0,1077126127
778430,19.1,-9.8,0.0,0.0,0.0,1077093876
778480,19.1,-0.9,0.0,0.0,0.0,1077090961
778530,19.1,-0.6,0.0,0.0,0.0,1077088921
778580,18.8,-6.4,0.0,0.0,0.0,1077067832
778630,18.2,-10.5,0.0,0.0,0.0,1077033408
778680,18.8,10.6,0.0,0.0,0.0,1077068295
778730,18.8,1.5,0.0,0.0,0.0,1077073054
778780,17.7,-23.0,0.0,0.0,0.0,1076997743
778830,19.0,25.9,0.0,0.0,0.0,1077082650
778880,19.0,0.1,0.0,0.0,0.0,1077083103
778930,19.9,18.1,0.0,0.0,0.0,1077142402
778980,19.9,0.7,0.0,0.0,0.0,1077144590
779030,19.6,-5.5,0.0,0.0,0.0,1077126461
779080,19.5,-3.9,0.0,0.0,0.0,1077113771
779130,19.0,-8.7,0.0,0.0,0.0,1077085226
779180,18.1,-18.1,0.0,0.0,0.0,1077025924
779230,18.4,5.3,0.0,0.0,0.0,1077043395
779280,18.0,-8.3,0.0,0.0,0.0,1077016303
779330,17.4,-11.8,0.0,0.0,0.0,1076977677
779380,17.3,-2.3,0.0,0.0,0.0,1076970300
779430,16.0,-25.6,0.0,0.0,0.0,1076885435
779480,15.7,-5.9,0.0,0.0,0.0,1076846748
779530,15.8,1.9,0.0,0.0,0.0,1076858989
779580,17.0,25.3,0.0,0.0,0.0,1076956198
779630,17.3,5.7,0.0,0.0,0.0,1076974926
779680,18.4,22.0,0.0,0.0,0.0,1077047017
779730,18.6,3.4,0.0,0.0,0.0,1077058160
