time_ms,phase,target_mmps,speedA_mmps,speedB_mmps,pwmA,pwmB
111981,0,0.0,0.0,0.0,20,20
112031,0,0.0,0.0,0.0,20,20
112081,0,0.0,0.0,0.0,20,20
112131,0,0.0,0.0,0.0,0,20
112181,0,0.0,0.0,0.0,0,20
112231,0,0.0,0.0,0.0,-20,20
112281,0,0.0,0.0,0.0,-20,20
112331,0,0.0,0.0,0.0,-20,22
112381,0,0.0,0.0,0.0,-20,21
112431,0,0.0,0.0,0.0,-20,20
112481,0,0.0,0.0,0.0,-20,20
112531,0,0.0,0.0,0.0,0,20
112581,0,0.0,0.0,0.0,-20,25
112631,0,0.0,0.0,0.0,-20,20
112681,0,0.0,0.0,0.0,-20,20
112731,0,0.0,0.0,0.0,-20,20
112781,0,0.0,0.0,0.0,-20,20
112831,0,0.0,0.0,0.0,-20,20
112881,0,0.0,0.0,0.0,-20,20
112931,0,0.0,0.0,0.0,-20,20
112981,0,0.0,0.0,0.0,-20,20
113031,0,0.0,0.0,0.0,-20,20
113081,0,0.0,0.0,0.0,-20,21
113131,0,0.0,0.0,0.0,-20,26
113181,0,0.0,0.0,0.0,-20,20
113231,0,0.0,0.0,0.0,-21,34
113281,0,0.0,0.0,0.0,-20,30
113331,0,0.0,0.0,0.0,-20,32
113381,0,0.0,0.0,0.0,-23,36
113431,0,0.0,0.0,0.0,-24,36
113481,0,0.0,0.0,0.0,-22,35
113531,0,0.0,0.0,0.0,-20,27
113581,0,0.0,0.0,0.0,-20,28
113631,0,0.0,0.0,0.0,-20,29
113681,0,0.0,0.0,0.0,-20,25
113731,0,0.0,0.0,0.0,-20,21
113781,0,0.0,0.0,0.0,0,20
113831,0,0.0,0.0,0.0,-20,20
113881,0,0.0,0.0,0.0,-20,20
113931,0,0.0,0.0,0.0,20,20
113981,0,0.0,0.0,0.0,-20,20
114031,0,0.0,0.0,0.0,0,20
114081,0,0.0,0.0,0.0,-20,20
114131,0,0.0,0.0,0.0,-20,20
114181,0,0.0,0.0,0.0,-20,20
114231,0,0.0,0.0,0.0,-20,23
114281,0,0.0,0.0,0.0,-20,25
114331,0,0.0,0.0,0.0,-20,29
114381,0,0.0,0.0,0.0,-20,31
114431,0,0.0,0.0,0.0,-30,43
114481,0,0.0,0.0,14.9,-38,47
114531,0,0.0,0.0,44.6,-45,46
114581,0,0.0,0.0,104.0,-24,20
114631,0,0.0,0.0,89.1,-32,20
114681,0,0.0,0.0,44.6,-23,20
114731,0,0.0,0.0,44.6,-31,20
114781,0,0.0,0.0,44.6,-36,20
114831,0,0.0,0.0,44.6,-41,22
114881,0,0.0,0.0,44.6,-41,20
114931,0,0.0,0.0,44.6,-33,20
114981,0,0.0,0.0,44.6,-31,20
115031,0,0.0,0.0,29.7,-30,20
115081,0,0.0,0.0,44.6,-28,-20
115131,0,0.0,0.0,-14.9,-20,20
115181,0,0.0,0.0,14.9,-20,-20
115231,1,0.0,0.0,0.0,-20,-20
115281,1,1.5,0.0,0.0,-20,-20
115331,1,3.0,0.0,0.0,-20,0
115381,1,4.5,0.0,0.0,-29,20
115431,1,5.9,0.0,0.0,-34,20
115481,1,7.4,0.0,0.0,-39,23
115531,1,8.9,0.0,0.0,-37,23
115581,1,10.4,0.0,0.0,-41,29
115631,1,11.9,0.0,0.0,-40,29
115681,1,13.4,0.0,0.0,-38,29
115731,1,14.9,0.0,0.0,-26,20
115781,1,16.3,0.0,0.0,-25,21
115831,1,17.8,0.0,0.0,-28,26
115881,1,19.3,0.0,0.0,-27,28
115931,1,20.8,0.0,0.0,-26,29
115981,1,22.3,0.0,0.0,-20,26
116031,1,23.8,0.0,0.0,-20,23
116081,1,25.2,0.0,0.0,-20,23
116131,1,26.7,0.0,0.0,-20,24
116181,1,28.2,0.0,0.0,-20,30
116231,1,29.7,0.0,0.0,-20,33
116281,1,31.2,0.0,0.0,-20,34
116331,1,32.7,0.0,0.0,-20,34
116381,1,34.2,0.0,0.0,20,34
116431,1,35.6,0.0,0.0,20,39
116481,1,37.1,0.0,0.0,-20,47
116531,1,38.6,0.0,29.7,0,43
116581,1,40.1,0.0,104.0,20,20
116631,1,41.6,0.0,74.3,20,20
116681,1,43.1,0.0,59.4,20,22
116731,1,44.6,0.0,44.6,20,28
116781,1,46.0,0.0,59.4,20,25
116831,1,47.5,0.0,59.4,20,26
116881,1,49.0,0.0,59.4,31,20
116931,1,50.5,0.0,59.4,34,20
116981,1,52.0,0.0,44.6,39,20
117031,1,53.5,0.0,44.6,45,20
117081,1,54.9,14.9,44.6,49,20
117131,1,56.4,89.1,44.6,38,20
117181,1,57.9,118.8,29.7,29,20
117231,1,59.4,89.1,44.6,41,20
117281,1,60.9,89.1,44.6,41,20
117331,1,62.4,104.0,44.6,29,20
117381,1,63.9,104.0,44.6,30,20
117431,1,65.3,74.3,44.6,37,20
117481,1,66.8,89.1,44.6,33,20
117531,1,68.3,89.1,29.7,27,23
117581,1,69.8,74.3,59.4,28,21
117631,1,71.3,74.3,44.6,27,26
117681,1,72.8,59.4,59.4,27,29
117731,1,74.3,74.3,59.4,20,36
117781,1,75.7,59.4,89.1,20,42
117831,1,77.2,44.6,104.0,20,44
117881,1,78.7,44.6,118.8,20,33
117931,1,80.2,29.7,104.0,22,36
117981,1,81.7,44.6,104.0,20,39
118031,1,83.2,44.6,104.0,20,44
118081,1,84.7,44.6,118.8,20,42
118131,1,86.1,44.6,118.8,22,35
118181,1,87.6,44.6,104.0,25,37
118231,1,89.1,59.4,104.0,27,34
118281,1,90.6,59.4,104.0,29,33
118331,1,92.1,59.4,89.1,30,37
118381,1,93.6,74.3,89.1,26,41
118431,1,95.0,74.3,118.8,20,43
118481,1,96.5,59.4,118.8,20,46
118531,1,98.0,44.6,118.8,20,51
118581,1,99.5,44.6,148.5,20,46
118631,1,101.0,44.6,133.7,20,57
118681,1,102.5,29.7,163.4,25,44
118731,1,104.0,59.4,148.5,20,51
118781,1,105.4,44.6,133.7,20,63
118831,1,106.9,44.6,178.2,20,61
118881,1,108.4,44.6,178.2,20,56
118931,1,109.9,44.6,178.2,20,56
118981,1,111.4,29.7,178.2,20,52
119031,1,112.9,44.6,163.4,20,58
119081,1,114.4,44.6,163.4,20,56
119131,1,115.8,44.6,178.2,32,40
119181,1,117.3,59.4,133.7,35,46
119231,1,118.8,74.3,133.7,38,42
119281,1,120.3,104.0,133.7,32,43
119331,1,121.8,89.1,118.8,51,33
119381,1,123.3,118.8,89.1,56,30
119431,1,124.7,148.5,89.1,53,29
119481,1,126.2,148.5,74.3,59,28
119531,1,127.7,178.2,74.3,48,33
119581,1,129.2,148.5,74.3,52,38
119631,1,130.7,163.4,89.1,47,38
119681,1,132.2,133.7,104.0,40,50
119731,1,133.7,133.7,118.8,48,40
119781,1,135.1,118.8,133.7,57,33
119831,1,136.6,148.5,104.0,51,40
119881,1,138.1,148.5,104.0,53,41
119931,1,139.6,148.5,104.0,20,86
119981,1,141.1,74.3,193.1,41,53
120031,1,142.6,59.4,193.1,72,28
120081,1,144.1,104.0,133.7,79,27
120131,1,145.5,178.2,74.3,31,74
120181,1,147.0,118.8,133.7,20,92
120231,2,148.5,29.7,237.6,74,33
120281,2,148.5,29.7,193.1,92,28
120331,2,148.5,178.2,104.0,67,42
120381,2,148.5,222.8,104.0,57,42
120431,2,148.5,193.1,104.0,50,55
120481,2,148.5,148.5,133.7,53,56
120531,2,148.5,148.5,148.5,61,44
120581,2,148.5,163.4,148.5,56,45
120631,2,148.5,163.4,133.7,51,54
120681,2,148.5,148.5,148.5,67,38
120731,2,148.5,148.5,133.7,57,51
120781,2,148.5,133.7,118.8,89,28
120831,2,148.5,193.1,118.8,50,54
120881,2,148.5,207.9,118.8,58,41
120931,2,148.5,178.2,133.7,55,47
120981,2,148.5,163.4,133.7,37,68
121031,2,148.5,133.7,163.4,56,49
121081,2,148.5,148.5,163.4,61,40
121131,2,148.5,163.4,148.5,63,37
121181,2,148.5,193.1,118.8,53,46
121231,2,148.5,163.4,118.8,62,44
121281,2,148.5,163.4,118.8,41,66
121331,2,148.5,104.0,163.4,61,50
121381,2,148.5,104.0,163.4,73,40
121431,2,148.5,118.8,133.7,76,42
121481,2,148.5,163.4,104.0,52,65
121531,2,148.5,133.7,89.1,51,79
121581,2,148.5,118.8,133.7,47,80
121631,2,148.5,104.0,193.1,56,62
121681,2,148.5,118.8,193.1,66,48
121731,2,148.5,148.5,148.5,68,49
121781,2,148.5,163.4,118.8,59,61
121831,2,148.5,148.5,118.8,55,70
121881,2,148.5,148.5,148.5,57,62
121931,2,148.5,133.7,163.4,68,51
121981,2,148.5,148.5,148.5,67,52
122031,2,148.5,148.5,118.8,65,61
122081,2,148.5,148.5,133.7,65,60
122131,2,148.5,148.5,133.7,63,62
122181,2,148.5,148.5,133.7,63,63
122231,2,148.5,133.7,133.7,65,66
122281,2,148.5,148.5,118.8,61,72
122331,2,148.5,148.5,133.7,61,69
122381,2,148.5,133.7,148.5,65,66
122431,2,148.5,133.7,118.8,68,71
122481,2,148.5,163.4,148.5,61,65
122531,2,148.5,148.5,133.7,62,71
122581,2,148.5,148.5,118.8,64,73
122631,2,148.5,133.7,148.5,68,67
122681,2,148.5,118.8,133.7,74,70
122731,2,148.5,148.5,133.7,67,72
122781,2,148.5,133.7,148.5,70,70
122831,2,148.5,148.5,148.5,68,69
122881,2,148.5,133.7,148.5,71,69
122931,2,148.5,148.5,148.5,70,67
122981,2,148.5,148.5,148.5,70,67
123031,2,148.5,118.8,133.7,77,72
123081,2,148.5,133.7,133.7,74,73
123131,2,148.5,148.5,148.5,72,70
123181,2,148.5,133.7,148.5,78,67
123231,2,148.5,148.5,148.5,73,69
123281,2,148.5,148.5,133.7,72,74
123331,2,148.5,148.5,148.5,72,71
123381,2,148.5,148.5,118.8,72,78
123431,2,148.5,133.7,148.5,75,73
123481,2,148.5,148.5,133.7,72,78
123531,2,148.5,163.4,133.7,69,77
123581,2,148.5,133.7,148.5,75,75
123631,2,148.5,148.5,148.5,73,74
123681,2,148.5,148.5,133.7,73,78
123731,2,148.5,148.5,148.5,73,75
123781,2,148.5,163.4,148.5,70,74
123831,2,148.5,133.7,148.5,75,76
123881,2,148.5,148.5,133.7,72,79
123931,2,148.5,148.5,163.4,73,72
123981,2,148.5,133.7,133.7,78,78
124031,2,148.5,148.5,148.5,76,74
124081,2,148.5,133.7,148.5,77,76
124131,2,148.5,133.7,133.7,78,79
124181,2,148.5,118.8,118.8,81,86
124231,3,148.5,148.5,133.7,77,82
